./mfm2tb.py data/test.csv > testbench.v
iverilog -o mfm testbench.v mfm.v
vvp mfm | tee graph.txt
0 x 0 xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 0xxxxxxxxx xxxxxxxx 0xxx 0 xxxxxxxx 0xxx x
492385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
492410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
492415 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
492435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
492460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
492485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
492510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
492535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
492560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
492585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
492610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
492635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
492660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
492685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
492710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
492735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
492760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
492785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
492810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
492835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
492860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
492885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
492895 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
492910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
492935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
492960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
492985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
493010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
493035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
493060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
493085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
493110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
493135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
493160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
493185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
493210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
493215 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
493235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
493260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
493285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
493310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
493335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
493360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
493385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
493410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
493435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
493460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
493485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
493510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
493535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
493560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
493585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
493610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
493635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
493660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
493685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
493695 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
493710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
493735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
493760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
493785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
493810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
493835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
493860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
493885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
493910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
493935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
493960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
493985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
494010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
494015 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
494035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
494060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
494085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
494110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
494135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
494160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
494185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
494210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
494235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
494260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
494285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
494310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
494335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
494360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
494385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
494410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
494435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
494460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
494485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
494495 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
494510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
494535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
494560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
494585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
494610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
494635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
494660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
494685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
494710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
494735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
494760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
494785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
494810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
494815 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
494835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
494860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
494885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
494910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
494935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
494960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
494985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
495010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
495035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
495060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
495085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
495110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
495135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
495160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
495185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
495210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
495235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
495260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
495285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
495295 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
495310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
495335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
495360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
495385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
495410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
495435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
495460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
495485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
495510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
495535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
495560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
495585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
495610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
495615 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
495635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
495660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
495685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
495710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
495735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
495760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
495785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
495810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
495835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
495860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
495885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
495910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
495935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
495960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
495985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
496010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
496035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
496060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
496085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
496095 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
496110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
496135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
496160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
496185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
496210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
496235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
496260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
496285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
496310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
496335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
496360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
496385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
496410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
496415 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
496435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
496460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
496485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
496510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
496535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
496560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
496585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
496610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
496635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
496660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
496685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
496710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
496735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
496760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
496785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
496810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
496835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
496860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
496885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
496895 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
496910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
496935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
496960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
496985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
497010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
497035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
497060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
497085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
497110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
497135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
497160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
497185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
497210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
497215 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
497235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
497260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
497285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
497310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
497335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
497360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
497385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
497410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
497435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
497460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
497485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
497510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
497535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
497560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
497585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
497610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
497635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
497660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
497685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
497695 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
497710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
497735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
497760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
497785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
497810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
497835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
497860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
497885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
497910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
497935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
497960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
497985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
498010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
498015 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
498035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
498060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
498085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
498110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
498135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
498160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
498185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
498210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
498235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
498260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
498285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
498310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
498335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
498360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
498385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
498410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
498435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
498460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
498485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
498495 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
498510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
498535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
498560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
498585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
498610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
498635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
498660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
498685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
498710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
498735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
498760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
498785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
498810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
498815 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
498835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
498860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
498885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
498910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
498935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
498960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
498985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
499010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
499035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
499060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
499085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
499110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
499135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
499160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
499185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
499210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
499235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
